locus	Genus	Species
NZ_CP018684	Vibrio	harveyi
NZ_CP013937	Weissella	cibaria
NZ_CP013938	Weissella	cibaria
NZ_CP017300	Rhodococcus	sp.
NZ_CP017301	Rhodococcus	sp.
NZ_CP017302	Rhodococcus	sp.
NZ_CP017303	Rhodococcus	sp.
NZ_CP017304	Rhodococcus	sp.
NZ_CP012412	Corynebacterium	glutamicum
NZ_CP017997	Lactobacillus	crustorum
NZ_CP017998	Lactobacillus	crustorum
NZ_CP012751	Arthrobacter	halophytocola
NZ_CP009803	Streptomyces	sp.
NZ_CP009804	Streptomyces	sp.
NZ_CP019045	Halioglobus	pacificus
NZ_CP018831	Enterococcus	faecium
NZ_CP018832	Enterococcus	faecium
NZ_CP018833	Enterococcus	faecium
NZ_CP018834	Enterococcus	faecium
NZ_CP018825	Enterococcus	faecium
NZ_CP018826	Enterococcus	faecium
NZ_CP018827	Enterococcus	faecium
NZ_CP018829	Enterococcus	faecium
NZ_CP018320	Pseudomonas	frederiksbergensis
NZ_CP016897	Acinetobacter	soli
NZ_CP016898	Acinetobacter	soli
NZ_CP016899	Acinetobacter	soli
NZ_CP016900	Acinetobacter	soli
NZ_CP016901	Acinetobacter	soli
NZ_CP016902	Acinetobacter	soli
NZ_CP016903	Acinetobacter	soli
NZ_CP009424	Staphylococcus	aureus
NZ_CP009425	Staphylococcus	aureus
NZ_CP019241	Rhodoferax	antarcticus
NZ_CP019242	Rhodoferax	antarcticus
NZ_CP019237	Rhodoferax	sp.
NZ_CP019238	Rhodoferax	sp.
NZ_CP015781	Borrelia	mayonii
NZ_CP015782	Borrelia	mayonii
NZ_CP015783	Borrelia	mayonii
NZ_CP015784	Borrelia	mayonii
NZ_CP015785	Borrelia	mayonii
NZ_CP015786	Borrelia	mayonii
NZ_CP015787	Borrelia	mayonii
NZ_CP015788	Borrelia	mayonii
NZ_CP015789	Borrelia	mayonii
NZ_CP015790	Borrelia	mayonii
NZ_CP015791	Borrelia	mayonii
NZ_CP015792	Borrelia	mayonii
NZ_CP015793	Borrelia	mayonii
NZ_CP015794	Borrelia	mayonii
NZ_CP015795	Borrelia	mayonii
NZ_CP019083	Paludisphaera	borealis
NZ_CP019084	Paludisphaera	borealis
NZ_CP015757	Clostridium	estertheticum
NG_047231	Enterobacter	cloacae
NG_047250	Escherichia	coli
NG_047251	Citrobacter	freundii
NG_047264	uncultured	bacterium
NG_047266	Pseudomonas	aeruginosa
NG_047275	Escherichia	coli
NG_047279	Pseudomonas	aeruginosa
NG_047292	Escherichia	coli
NG_047308	Klebsiella	pneumoniae
NG_047321	Klebsiella	pneumoniae
NG_047337	Pasteurella	multocida
NG_047373	Staphylococcus	aureus
NG_047375	Staphylococcus	aureus
NG_047376	Plasmid	pUB110
NG_047559	Escherichia	coli
NG_047655	Pseudomonas	aeruginosa
NG_047723	Vibrio	cholerae
NG_047747	[Enterobacter]	aerogenes
NG_047770	Klebsiella	pneumoniae
NG_047842	Lactobacillus	reuteri
NG_047897	Mycobacterium	abscessus
NG_048042	Pseudomonas	aeruginosa
NG_048062	Klebsiella	pneumoniae
NG_048307	uncultured	bacterium
NG_048308	Riemerella	anatipestifer
NG_050583	Novosphingobium	aromaticivorans
NG_051697	Escherichia	coli
NG_051883	Salmonella	enterica
NG_052030	Klebsiella	pneumoniae
NG_052648	Escherichia	coli
NZ_CP013047	Serratia	marcescens
NZ_CP013858	Clostridium	botulinum
NZ_CP015700	Clostridium	botulinum
NZ_CP015701	Clostridium	botulinum
NZ_CP015702	Clostridium	botulinum
NZ_CP015703	Clostridium	botulinum
NZ_CP015704	Clostridium	botulinum
NZ_CP015705	Clostridium	botulinum
NZ_CP015706	Clostridium	botulinum
NZ_CP015707	Clostridium	botulinum
NZ_CP015708	Clostridium	botulinum
NZ_CP015709	Clostridium	botulinum
NZ_CP015710	Clostridium	botulinum
NZ_CP015711	Clostridium	botulinum
NZ_CP015712	Clostridium	botulinum
NZ_CP015713	Clostridium	botulinum
NZ_CP015714	Clostridium	botulinum
NZ_CP015715	Clostridium	botulinum
NZ_CP015716	Clostridium	botulinum
NZ_CP015717	Clostridium	botulinum
NZ_CP015718	Clostridium	botulinum
NZ_CP015719	Clostridium	botulinum
NZ_CP015720	Clostridium	botulinum
NZ_CP015721	Clostridium	botulinum
NZ_CP015722	Clostridium	botulinum
NZ_CP015723	Clostridium	botulinum
NG_050504	Citrobacter	freundii
NZ_CP019324	Lactobacillus	sp.
NZ_CP019308	Phaeobacter	inhibens
NZ_CP019309	Phaeobacter	inhibens
NZ_CP019310	Phaeobacter	inhibens
NZ_CP019311	Phaeobacter	inhibens
NZ_CP014797	Thiobacimonas	profunda
NZ_CP014798	Thiobacimonas	profunda
NZ_CP014799	Thiobacimonas	profunda
NZ_CP014800	Thiobacimonas	profunda
NZ_CP014801	Thiobacimonas	profunda
NZ_CP014802	Thiobacimonas	profunda
NZ_CP014803	Thiobacimonas	profunda
NZ_CP014804	Thiobacimonas	profunda
NZ_CP019313	Tateyamaria	omphalii
NZ_CP019314	Tateyamaria	omphalii
NZ_CP019315	Tateyamaria	omphalii
NZ_CP019316	Tateyamaria	omphalii
NZ_CP019317	Tateyamaria	omphalii
NZ_CP019318	Tateyamaria	omphalii
NZ_CP019319	Tateyamaria	omphalii
NZ_CP015089	Pelagibaca	abyssi
NZ_CP015090	Pelagibaca	abyssi
NZ_CP015091	Pelagibaca	abyssi
NZ_CP015092	Pelagibaca	abyssi
NZ_CP015094	Pelagibaca	abyssi
NZ_CP015095	Pelagibaca	abyssi
NZ_CP015096	Pelagibaca	abyssi
NZ_CP015097	Pelagibaca	abyssi
NZ_CP013917	Sphingomonas	sp.
NZ_CP013918	Sphingomonas	sp.
NZ_CP010104	Francisella	tularensis
NZ_CP019286	Halobiforma	lacisalsi
NZ_CP019287	Halobiforma	lacisalsi
NZ_CP015616	Acinetobacter	schindleri
NZ_CP015617	Acinetobacter	schindleri
NZ_CP015618	Acinetobacter	schindleri
NZ_CP015619	Acinetobacter	schindleri
NZ_CP015620	Acinetobacter	schindleri
NZ_CP015621	Acinetobacter	schindleri
NZ_CP018872	Acinetobacter	haemolyticus
NZ_CP018873	Acinetobacter	haemolyticus
NZ_CP019446	Kosakonia	cowanii
NZ_CP019447	Kosakonia	cowanii
NZ_CP019125	Xuhuaishuia	manganoxidans
NZ_CP019126	Xuhuaishuia	manganoxidans
NZ_CP019127	Xuhuaishuia	manganoxidans
NZ_CP019128	Xuhuaishuia	manganoxidans
NZ_CP019129	Xuhuaishuia	manganoxidans
NZ_CP019130	Xuhuaishuia	manganoxidans
NZ_CP019131	Xuhuaishuia	manganoxidans
NZ_CP019132	Xuhuaishuia	manganoxidans
NZ_CP019133	Xuhuaishuia	manganoxidans
NZ_CP019134	Xuhuaishuia	manganoxidans
NZ_CP019135	Xuhuaishuia	manganoxidans
NZ_CP019136	Xuhuaishuia	manganoxidans
NZ_CP019137	Xuhuaishuia	manganoxidans
NZ_CP019138	Xuhuaishuia	manganoxidans
NZ_CP019139	Xuhuaishuia	manganoxidans
NZ_CP019140	Xuhuaishuia	manganoxidans
NZ_CP019141	Xuhuaishuia	manganoxidans
NZ_CP019142	Xuhuaishuia	manganoxidans
NZ_LT670852	Candidatus	Erwinia
NZ_CP014809	Borrelia	hermsii
NZ_CP014810	Borrelia	hermsii
NZ_CP014811	Borrelia	hermsii
NZ_CP014812	Borrelia	hermsii
NZ_CP014813	Borrelia	hermsii
NZ_CP014814	Borrelia	hermsii
NZ_CP014815	Borrelia	hermsii
NZ_CP014816	Borrelia	hermsii
NZ_CP014817	Borrelia	hermsii
NZ_CP014818	Borrelia	hermsii
NZ_CP014819	Borrelia	hermsii
NZ_CP014820	Borrelia	hermsii
NZ_CP014821	Borrelia	hermsii
NZ_CP014822	Borrelia	hermsii
NZ_CP014823	Borrelia	hermsii
NZ_CP014824	Borrelia	hermsii
NZ_CP014825	Borrelia	hermsii
NZ_CP014826	Borrelia	hermsii
NZ_CP014827	Borrelia	hermsii
NZ_CP014828	Borrelia	hermsii
NZ_CP014829	Borrelia	hermsii
NZ_CP014830	Borrelia	hermsii
NZ_CP014831	Borrelia	hermsii
NZ_CP014832	Borrelia	hermsii
NZ_CP014833	Borrelia	hermsii
NC_020273	Bacillus	amyloliquefaciens
NZ_CP009680	Bacillus	velezensis
NZ_CP014701	Bacillus	amyloliquefaciens
NZ_LN999830	Bacillus	velezensis
NZ_CP013728	Bacillus	amyloliquefaciens
NC_010258	Coxiella	burnetii
NZ_CP014202	Lactobacillus	rhamnosus
NZ_CP018203	Pseudomonas	syringae
NZ_CP018204	Pseudomonas	syringae
NZ_CP017407	Lactobacillus	plantarum
NZ_CP017408	Lactobacillus	plantarum
NZ_CP017409	Lactobacillus	plantarum
NZ_CP017410	Lactobacillus	plantarum
NZ_CP017411	Lactobacillus	plantarum
NZ_CP017412	Lactobacillus	plantarum
NZ_CP019513	Enterococcus	faecalis
NZ_CP019514	Enterococcus	faecalis
NZ_CP019589	Bacillus	anthracis
NZ_CP016002	Burkholderia	sp.
NZ_CP016003	Burkholderia	sp.
NZ_CP016004	Burkholderia	sp.
NZ_CP016005	Burkholderia	sp.
NZ_CP016006	Burkholderia	sp.
NC_022531	Bacillus	velezensis
NZ_CP019295	Vibrio	campbellii
NZ_CP019296	Vibrio	campbellii
NZ_CP019297	Vibrio	campbellii
NZ_CP019298	Vibrio	campbellii
NZ_CP019328	Haloterrigena	daqingensis
NZ_CP019329	Haloterrigena	daqingensis
NZ_CP019330	Haloterrigena	daqingensis
NZ_CP019068	Halorientalis	sp.
NZ_CP019069	Halorientalis	sp.
NZ_AP014882	Acetobacter	pasteurianus
NZ_AP014883	Acetobacter	pasteurianus
NZ_AP014884	Acetobacter	pasteurianus
NZ_AP014885	Acetobacter	pasteurianus
NC_008213	Haloquadratum	walsbyi
NZ_CP010837	Sphingomonas	hengshuiensis
NZ_CP014203	Clostridium	baratii
NZ_CP018824	Helicobacter	pylori
NC_017457	Haloquadratum	walsbyi
NC_017460	Haloquadratum	walsbyi
NC_017458	Haloquadratum	walsbyi
NZ_CP016330	Leuconostoc	garlicum
NZ_CP016331	Leuconostoc	garlicum
NZ_CP019631	Labrenzia	aggregata
NZ_CP019632	Labrenzia	aggregata
NZ_CP019671	Burkholderia	cenocepacia
NZ_CP019608	Tessaracoccus	flavescens
NZ_CP016088	Clostridium	saccharoperbutylacetonicum
NZ_CP019627	Bacillus	sp.
NZ_CP014487	Bacillus	cereus
NZ_CP014433	Staphylococcus	aureus
NZ_CP014434	Staphylococcus	aureus
NZ_CP014427	Staphylococcus	aureus
NZ_CP014428	Staphylococcus	aureus
NZ_CP019641	Planococcus	maritimus
NZ_CP019642	Planococcus	maritimus
NZ_CP019643	Planococcus	maritimus
NC_006625	Klebsiella	pneumoniae
NC_017541	Klebsiella	pneumoniae
NC_022078	Klebsiella	pneumoniae
NC_022083	Klebsiella	pneumoniae
NZ_CP003994	Klebsiella	pneumoniae
NZ_CP003995	Klebsiella	pneumoniae
NZ_CP003996	Klebsiella	pneumoniae
NZ_CP003997	Klebsiella	pneumoniae
NZ_CP003998	Klebsiella	pneumoniae
NZ_CP004000	Klebsiella	pneumoniae
NC_009649	Klebsiella	pneumoniae
NC_009650	Klebsiella	pneumoniae
NC_009651	Klebsiella	pneumoniae
NC_009652	Klebsiella	pneumoniae
NC_009653	Klebsiella	pneumoniae
NC_011282	Klebsiella	pneumoniae
NC_011281	Klebsiella	pneumoniae
NC_018107	Klebsiella	michiganensis
NC_021501	Klebsiella	michiganensis
NZ_CP006919	Klebsiella	pneumoniae
NZ_CP006921	Klebsiella	pneumoniae
NZ_CP006922	Klebsiella	pneumoniae
NZ_CP006924	Klebsiella	pneumoniae
NZ_CP006925	Klebsiella	pneumoniae
NZ_CP006926	Klebsiella	pneumoniae
NZ_CP006927	Klebsiella	pneumoniae
NZ_CP006928	Klebsiella	pneumoniae
NZ_CP008828	Klebsiella	pneumoniae
NZ_CP008829	Klebsiella	pneumoniae
NZ_CP008830	Klebsiella	pneumoniae
NZ_CP008832	Klebsiella	pneumoniae
NZ_CP008833	Klebsiella	pneumoniae
NZ_CP007732	Klebsiella	pneumoniae
NZ_CP007733	Klebsiella	pneumoniae
NZ_CP007734	Klebsiella	pneumoniae
NZ_CP007735	Klebsiella	pneumoniae
NZ_CP007736	Klebsiella	pneumoniae
NZ_CP009877	Klebsiella	pneumoniae
NZ_CP009878	Klebsiella	pneumoniae
NZ_CP009879	Klebsiella	pneumoniae
NZ_CP008798	Klebsiella	pneumoniae
NZ_CP008799	Klebsiella	pneumoniae
NZ_CP008800	Klebsiella	pneumoniae
NZ_CP008789	Klebsiella	oxytoca
NZ_CP008790	Klebsiella	oxytoca
NZ_CP008791	Klebsiella	oxytoca
NZ_CP007728	Klebsiella	pneumoniae
NZ_CP007729	Klebsiella	pneumoniae
NZ_CP007730	Klebsiella	pneumoniae
NZ_CP008930	Klebsiella	pneumoniae
NZ_CP008931	Klebsiella	pneumoniae
NZ_CP008932	Klebsiella	pneumoniae
NZ_CP008933	Klebsiella	pneumoniae
NZ_CP009873	Klebsiella	pneumoniae
NZ_CP009874	Klebsiella	pneumoniae
NZ_CP009875	Klebsiella	pneumoniae
NZ_CP009864	Klebsiella	pneumoniae
NZ_CP009865	Klebsiella	pneumoniae
NZ_CP008842	Klebsiella	michiganensis
NZ_CP008843	Klebsiella	michiganensis
NZ_CP008844	Klebsiella	michiganensis
NZ_CP008845	Klebsiella	michiganensis
NZ_CP010390	Klebsiella	pneumoniae
NZ_CP010391	Klebsiella	pneumoniae
NZ_CP010362	Klebsiella	pneumoniae
NZ_CP010393	Klebsiella	pneumoniae
NZ_CP010394	Klebsiella	pneumoniae
NZ_CP010395	Klebsiella	pneumoniae
NZ_CP010396	Klebsiella	pneumoniae
NZ_CP010574	Klebsiella	pneumoniae
NZ_CP010575	Klebsiella	pneumoniae
NZ_CP010576	Klebsiella	pneumoniae
NC_021231	Klebsiella	pneumoniae
NZ_CP011314	Klebsiella	pneumoniae
NZ_CP011315	Klebsiella	pneumoniae
NZ_CP011316	Klebsiella	pneumoniae
NZ_CP011643	Klebsiella	pneumoniae
NZ_CP011644	Klebsiella	pneumoniae
NZ_CP011645	Klebsiella	pneumoniae
NZ_CP011646	Klebsiella	pneumoniae
NZ_CP011625	Klebsiella	oxytoca
NZ_CP011626	Klebsiella	oxytoca
NZ_CP011627	Klebsiella	oxytoca
NZ_CP011628	Klebsiella	oxytoca
NZ_CP011629	Klebsiella	oxytoca
NZ_CP011630	Klebsiella	oxytoca
NZ_CP011631	Klebsiella	oxytoca
NZ_CP011632	Klebsiella	oxytoca
NZ_CP011633	Klebsiella	oxytoca
NZ_CP011634	Klebsiella	oxytoca
NZ_CP011635	Klebsiella	oxytoca
NZ_CP011575	Klebsiella	pneumoniae
NZ_CP011576	Klebsiella	pneumoniae
NZ_CP011577	Klebsiella	pneumoniae
NZ_CP011619	Klebsiella	pneumoniae
NZ_CP011620	Klebsiella	pneumoniae
NZ_CP011621	Klebsiella	pneumoniae
NZ_CP011622	Klebsiella	pneumoniae
NZ_CP011623	Klebsiella	pneumoniae
NZ_CP011592	Klebsiella	oxytoca
NZ_CP011593	Klebsiella	oxytoca
NZ_CP011594	Klebsiella	oxytoca
NZ_CP011595	Klebsiella	oxytoca
NZ_CP011596	Klebsiella	oxytoca
NZ_CP011613	Klebsiella	oxytoca
NZ_CP011614	Klebsiella	oxytoca
NZ_CP011615	Klebsiella	oxytoca
NZ_CP011616	Klebsiella	oxytoca
NZ_CP011617	Klebsiella	oxytoca
NZ_CP009115	Klebsiella	pneumoniae
NZ_CP009116	Klebsiella	pneumoniae
NZ_FO834904	Klebsiella	pneumoniae
NZ_FO834905	Klebsiella	pneumoniae
NZ_CP010388	Klebsiella	pneumoniae
NZ_CP010389	Klebsiella	pneumoniae
NZ_CP019677	Burkholderia	cenocepacia
NZ_CP009772	Klebsiella	pneumoniae
NZ_CP009773	Klebsiella	pneumoniae
NZ_CP009774	Klebsiella	pneumoniae
NZ_CP006799	Klebsiella	pneumoniae
NZ_CP006800	Klebsiella	pneumoniae
NZ_CP006801	Klebsiella	pneumoniae
NZ_CP006802	Klebsiella	pneumoniae
NZ_CP009776	Klebsiella	pneumoniae
NZ_CP009777	Klebsiella	pneumoniae
NZ_CP009778	Klebsiella	pneumoniae
NZ_CP011986	Klebsiella	pneumoniae
NZ_CP011987	Klebsiella	pneumoniae
NZ_CP011988	Klebsiella	pneumoniae
NZ_CP011977	Klebsiella	pneumoniae
NZ_CP011978	Klebsiella	pneumoniae
NZ_CP011979	Klebsiella	pneumoniae
NZ_CP012884	Klebsiella	pneumoniae
NZ_CP011990	Klebsiella	pneumoniae
NZ_CP011991	Klebsiella	pneumoniae
NZ_CP011992	Klebsiella	pneumoniae
NZ_CP011993	Klebsiella	pneumoniae
NZ_CP013321	Klebsiella	pneumoniae
NZ_CP013323	Klebsiella	pneumoniae
NZ_CP013324	Klebsiella	pneumoniae
NZ_CP013325	Klebsiella	pneumoniae
NZ_CP013326	Klebsiella	pneumoniae
NZ_CP013712	Klebsiella	pneumoniae
NZ_CP013713	Klebsiella	pneumoniae
NZ_CP006660	Klebsiella	pneumoniae
NZ_CP006661	Klebsiella	pneumoniae
NZ_CP006662	Klebsiella	pneumoniae
NZ_CP006663	Klebsiella	pneumoniae
NZ_CP014005	Klebsiella	pneumoniae
NZ_CP014006	Klebsiella	pneumoniae
NZ_CP014009	Klebsiella	pneumoniae
NZ_AP014952	Klebsiella	oxytoca
NZ_AP014953	Klebsiella	oxytoca
NZ_AP014954	Klebsiella	oxytoca
NZ_AP014955	Klebsiella	oxytoca
NZ_CP012988	Klebsiella	pneumoniae
NZ_CP012989	Klebsiella	pneumoniae
NZ_CP012990	Klebsiella	pneumoniae
NZ_CP012991	Klebsiella	pneumoniae
NZ_CP012993	Klebsiella	pneumoniae
NZ_CP012994	Klebsiella	pneumoniae
NZ_CP012995	Klebsiella	pneumoniae
NZ_CP014305	Klebsiella	pneumoniae
NZ_CP015501	Klebsiella	pneumoniae
NZ_CP015502	Klebsiella	pneumoniae
NZ_CP015503	Klebsiella	pneumoniae
NZ_CP015504	Klebsiella	pneumoniae
NZ_CP015505	Klebsiella	pneumoniae
NZ_CP011981	Klebsiella	pneumoniae
NZ_CP011982	Klebsiella	pneumoniae
NZ_CP011983	Klebsiella	pneumoniae
NZ_CP011984	Klebsiella	pneumoniae
NZ_CP014011	Klebsiella	pneumoniae
NZ_CP015131	Klebsiella	pneumoniae
NZ_CP015132	Klebsiella	pneumoniae
NZ_CP015133	Klebsiella	pneumoniae
NZ_CP015991	Klebsiella	pneumoniae
NZ_CP015026	Klebsiella	pneumoniae
NZ_CP014763	Klebsiella	pneumoniae
NZ_CP014764	Klebsiella	pneumoniae
NZ_CP014765	Klebsiella	pneumoniae
NZ_CP014648	Klebsiella	pneumoniae
NZ_CP014649	Klebsiella	pneumoniae
NZ_CP014650	Klebsiella	pneumoniae
NZ_CP017451	Klebsiella	sp.
NZ_CP017452	Klebsiella	sp.
NZ_CP015823	Klebsiella	pneumoniae
NZ_CP015824	Klebsiella	pneumoniae
NZ_CP015825	Klebsiella	pneumoniae
NZ_CP009275	Klebsiella	variicola
NZ_CP009276	Klebsiella	variicola
NZ_CP016810	Klebsiella	pneumoniae
NZ_CP016812	Klebsiella	pneumoniae
NZ_CP016919	Klebsiella	pneumoniae
NZ_CP016920	Klebsiella	pneumoniae
NZ_CP016921	Klebsiella	pneumoniae
NZ_CP016922	Klebsiella	pneumoniae
NZ_CP016815	Klebsiella	pneumoniae
NZ_CP012562	Klebsiella	pneumoniae
NZ_CP012563	Klebsiella	pneumoniae
NZ_CP012564	Klebsiella	pneumoniae
NZ_CP012565	Klebsiella	pneumoniae
NZ_CP012566	Klebsiella	pneumoniae
NZ_CP012567	Klebsiella	pneumoniae
NZ_CP012569	Klebsiella	pneumoniae
NZ_CP012570	Klebsiella	pneumoniae
NZ_CP012571	Klebsiella	pneumoniae
NZ_CP012572	Klebsiella	pneumoniae
NZ_CP017386	Klebsiella	pneumoniae
NZ_CP017387	Klebsiella	pneumoniae
NZ_CP017388	Klebsiella	pneumoniae
NZ_CP016924	Klebsiella	pneumoniae
NZ_CP016925	Klebsiella	pneumoniae
NZ_CP016927	Klebsiella	pneumoniae
NZ_CP017935	Klebsiella	pneumoniae
NZ_CP017936	Klebsiella	pneumoniae
NZ_CP017937	Klebsiella	pneumoniae
NZ_CP011839	Klebsiella	pneumoniae
NZ_CP012427	Klebsiella	pneumoniae
NZ_CP012428	Klebsiella	pneumoniae
NZ_CP012429	Klebsiella	pneumoniae
NZ_CP014697	Klebsiella	quasipneumoniae
NZ_CP014698	Klebsiella	quasipneumoniae
NZ_CP017929	Klebsiella	oxytoca
NZ_CP017930	Klebsiella	oxytoca
NZ_CP017931	Klebsiella	oxytoca
NZ_CP017932	Klebsiella	oxytoca
NZ_CP017933	Klebsiella	oxytoca
NZ_CP018459	Klebsiella	pneumoniae
NZ_CP018460	Klebsiella	pneumoniae
NZ_CP018461	Klebsiella	pneumoniae
NZ_CP018462	Klebsiella	pneumoniae
NZ_CP018455	Klebsiella	pneumoniae
NZ_CP018448	Klebsiella	pneumoniae
NZ_CP018449	Klebsiella	pneumoniae
NZ_CP018451	Klebsiella	pneumoniae
NZ_CP018452	Klebsiella	pneumoniae
NZ_CP018453	Klebsiella	pneumoniae
NZ_CP018353	Klebsiella	pneumoniae
NZ_CP018354	Klebsiella	pneumoniae
NZ_CP018355	Klebsiella	pneumoniae
NZ_CP018365	Klebsiella	pneumoniae
NZ_CP018366	Klebsiella	pneumoniae
NZ_CP018338	Klebsiella	pneumoniae
NZ_CP018339	Klebsiella	pneumoniae
NZ_CP018340	Klebsiella	pneumoniae
NZ_CP018341	Klebsiella	pneumoniae
NZ_CP018342	Klebsiella	pneumoniae
NZ_CP018343	Klebsiella	pneumoniae
NZ_CP018439	Klebsiella	pneumoniae
NZ_CP018440	Klebsiella	pneumoniae
NZ_CP018441	Klebsiella	pneumoniae
NZ_CP018442	Klebsiella	pneumoniae
NZ_CP018443	Klebsiella	pneumoniae
NZ_CP018444	Klebsiella	pneumoniae
NZ_CP018445	Klebsiella	pneumoniae
NZ_CP018446	Klebsiella	pneumoniae
NZ_CP018687	Klebsiella	pneumoniae
NZ_CP018688	Klebsiella	pneumoniae
NZ_CP018689	Klebsiella	pneumoniae
NZ_CP018690	Klebsiella	pneumoniae
NZ_CP018691	Klebsiella	pneumoniae
NZ_CP018696	Klebsiella	pneumoniae
NZ_CP018697	Klebsiella	pneumoniae
NZ_CP018698	Klebsiella	pneumoniae
NZ_CP018699	Klebsiella	pneumoniae
NZ_CP018700	Klebsiella	pneumoniae
NZ_CP018702	Klebsiella	pneumoniae
NZ_CP018703	Klebsiella	pneumoniae
NZ_CP018704	Klebsiella	pneumoniae
NZ_CP018705	Klebsiella	pneumoniae
NZ_CP018706	Klebsiella	pneumoniae
NZ_CP018736	Klebsiella	pneumoniae
NZ_CP018737	Klebsiella	pneumoniae
NZ_CP018738	Klebsiella	pneumoniae
NZ_CP018739	Klebsiella	pneumoniae
NZ_CP018740	Klebsiella	pneumoniae
NZ_CP015135	Klebsiella	pneumoniae
NZ_CP018708	Klebsiella	pneumoniae
NZ_CP018709	Klebsiella	pneumoniae
NZ_CP018710	Klebsiella	pneumoniae
NZ_CP018711	Klebsiella	pneumoniae
NZ_CP018712	Klebsiella	pneumoniae
NZ_CP018665	Klebsiella	pneumoniae
NZ_CP018666	Klebsiella	pneumoniae
NZ_CP018667	Klebsiella	pneumoniae
NZ_CP018668	Klebsiella	pneumoniae
NZ_CP018669	Klebsiella	pneumoniae
NZ_CP018670	Klebsiella	pneumoniae
NZ_CP018693	Klebsiella	pneumoniae
NZ_CP018694	Klebsiella	pneumoniae
NZ_CP018817	Klebsiella	pneumoniae
NZ_CP018818	Klebsiella	pneumoniae
NZ_CP018819	Klebsiella	pneumoniae
NZ_CP018714	Klebsiella	pneumoniae
NZ_CP018715	Klebsiella	pneumoniae
NZ_CP018716	Klebsiella	pneumoniae
NZ_CP018717	Klebsiella	pneumoniae
NZ_CP018718	Klebsiella	pneumoniae
NZ_CP018720	Klebsiella	pneumoniae
NZ_CP018721	Klebsiella	pneumoniae
NZ_CP018722	Klebsiella	pneumoniae
NZ_CP018723	Klebsiella	pneumoniae
NZ_CP018724	Klebsiella	pneumoniae
NZ_CP019220	Klebsiella	pneumoniae
NZ_CP017850	Klebsiella	variicola
NZ_CP017851	Klebsiella	variicola
NZ_CP017852	Klebsiella	variicola
NZ_CP017853	Klebsiella	variicola
NZ_CP018313	Klebsiella	pneumoniae
NZ_CP018314	Klebsiella	pneumoniae
NZ_CP018315	Klebsiella	pneumoniae
NZ_CP018316	Klebsiella	pneumoniae
NZ_CP018317	Klebsiella	pneumoniae
NZ_CP018318	Klebsiella	pneumoniae
NZ_CP017986	Klebsiella	pneumoniae
NZ_CP017987	Klebsiella	pneumoniae
NZ_CP017988	Klebsiella	pneumoniae
NZ_CP017989	Klebsiella	pneumoniae
NZ_CP015386	Klebsiella	pneumoniae
NZ_CP015387	Klebsiella	pneumoniae
NZ_CP015388	Klebsiella	pneumoniae
NZ_CP015389	Klebsiella	pneumoniae
NZ_CP015390	Klebsiella	pneumoniae
NZ_CP015391	Klebsiella	pneumoniae
NZ_CP018357	Klebsiella	oxytoca
NZ_CP018358	Klebsiella	oxytoca
NZ_CP018359	Klebsiella	oxytoca
NZ_CP018360	Klebsiella	oxytoca
NZ_CP018361	Klebsiella	oxytoca
NC_013655	Escherichia	coli
NC_013365	Escherichia	coli
NC_013370	Escherichia	coli
NC_013366	Escherichia	coli
NC_013367	Escherichia	coli
NC_013368	Escherichia	coli
NZ_CP017285	Klebsiella	variicola
NZ_CP017286	Klebsiella	variicola
NZ_CP017287	Klebsiella	variicola
NZ_CP017288	Klebsiella	variicola
NC_009786	Escherichia	coli
NC_009787	Escherichia	coli
NC_009788	Escherichia	coli
NC_009789	Escherichia	coli
NC_009790	Escherichia	coli
NC_009791	Escherichia	coli
NZ_CP017281	Klebsiella	variicola
NZ_CP017282	Klebsiella	variicola
NZ_CP017283	Klebsiella	variicola
NZ_CP015383	Klebsiella	pneumoniae
NZ_CP015384	Klebsiella	pneumoniae
NC_010488	Escherichia	coli
NC_010485	Escherichia	coli
NC_010486	Escherichia	coli
NC_010487	Escherichia	coli
NC_013354	Escherichia	coli
NC_011419	Escherichia	coli
NC_011413	Escherichia	coli
NC_011416	Escherichia	coli
NC_011407	Escherichia	coli
NC_011408	Escherichia	coli
NC_011411	Escherichia	coli
NC_009837	Escherichia	coli
NC_009838	Escherichia	coli
NC_017627	Escherichia	coli
NC_013010	Escherichia	coli
NC_013942	Escherichia	coli
NC_011743	Escherichia	fergusonii
NC_016904	Escherichia	coli
NC_016903	Escherichia	coli
NC_011350	Escherichia	coli
NC_011351	Escherichia	coli
NC_017637	Escherichia	coli
NC_017636	Escherichia	coli
NC_017647	Escherichia	coli
NC_017648	Escherichia	coli
NC_017649	Escherichia	coli
NC_017650	Escherichia	coli
NC_013369	Escherichia	coli
NC_013362	Escherichia	coli
NC_013363	Escherichia	coli
NC_014543	Escherichia	coli
NC_017665	Escherichia	coli
NC_017662	Escherichia	coli
NC_017653	Escherichia	coli
NC_017657	Escherichia	coli
NC_017654	Escherichia	coli
NC_017658	Escherichia	coli
NC_017655	Escherichia	coli
NC_017661	Escherichia	coli
NC_018651	Escherichia	coli
NC_018654	Escherichia	coli
NC_018652	Escherichia	coli
NC_018662	Escherichia	coli
NC_018663	Escherichia	coli
NC_017907	Escherichia	coli
NC_017903	Escherichia	coli
NC_010719	Escherichia	coli
